frame,tracklet_id,l,t,w,h,probability_of_detection
24037,74,1259.19,442.00,170.10,333.84,0.88
24038,21,1424.52,479.39,210.12,318.76,0.90
24038,74,1259.79,441.64,168.87,332.03,0.88
24039,21,1425.02,478.45,209.10,316.83,0.90
24039,74,1259.92,441.50,168.61,332.21,0.87
24040,21,1425.27,478.53,208.60,315.67,0.90
24040,74,1260.11,441.23,168.23,332.04,0.88
24041,21,1425.54,479.46,208.06,314.35,0.90
24041,74,1260.99,441.80,166.47,328.62,0.87
24042,21,1425.92,479.36,207.28,312.52,0.90
24042,74,1262.37,442.01,164.18,323.73,0.87
24043,21,1424.30,479.32,210.53,317.68,0.90
24043,74,1261.16,441.65,165.88,327.29,0.87
24044,21,1424.36,479.74,210.40,317.40,0.90
24044,74,1261.08,441.51,166.20,328.19,0.88
24045,21,1424.36,479.46,208.62,314.17,0.90
24045,74,1261.28,441.91,165.88,327.64,0.88
24046,21,1423.51,479.79,211.44,318.77,0.90
24046,74,1260.89,442.06,166.70,329.66,0.87
24047,21,1423.25,479.91,212.37,320.50,0.90
24047,74,1261.09,442.11,166.32,329.09,0.87
24048,21,1424.21,480.40,208.83,314.48,0.90
24048,74,1261.78,441.91,165.38,327.31,0.88
24049,21,1423.19,480.58,210.25,316.65,0.90
24049,74,1261.21,441.83,166.24,329.32,0.87
24050,21,1423.77,479.98,208.88,314.13,0.90
24050,74,1261.24,441.80,166.09,329.18,0.87
24051,21,1423.34,479.52,209.66,314.74,0.90
24051,74,1261.65,441.79,166.12,329.13,0.87
24052,21,1423.08,479.34,210.16,315.43,0.90
24052,74,1262.27,442.23,166.10,328.66,0.86
24053,21,1423.67,479.95,208.98,313.24,0.91
24053,74,1262.45,441.95,165.30,326.69,0.87
24054,21,1423.75,479.95,208.81,312.65,0.91
24054,74,1262.62,441.85,165.23,326.40,0.87
24055,21,1424.56,480.62,209.00,312.66,0.90
24055,74,1262.60,441.81,164.93,325.41,0.87
24056,21,1424.81,479.98,209.18,312.68,0.90
24056,74,1264.53,442.46,162.71,319.90,0.87
24057,21,1424.79,479.51,207.69,309.80,0.90
24057,74,1265.18,442.71,162.49,318.74,0.87
24058,21,1423.24,479.33,210.19,313.65,0.90
24058,74,1265.13,442.57,162.08,316.77,0.87
24059,21,1422.69,478.82,211.08,315.10,0.90
24059,74,1264.17,442.52,162.90,317.86,0.87
24060,21,1421.35,478.18,213.68,319.22,0.90
24060,74,1264.49,442.50,162.72,316.52,0.86
24061,21,1420.32,478.61,215.71,322.76,0.91
24061,74,1263.95,442.49,163.53,317.83,0.86
24062,21,1420.66,478.33,215.03,321.87,0.90
24062,74,1264.53,442.71,163.16,316.35,0.86
24063,21,1420.25,478.01,215.84,323.50,0.91
24063,74,1263.05,442.34,164.62,318.94,0.87
24064,21,1420.06,477.89,216.24,324.54,0.91
24064,74,1261.10,441.98,167.96,325.51,0.86
24065,21,1420.01,478.08,216.34,325.57,0.91
24065,74,1259.75,441.62,169.56,329.09,0.87
24066,21,1420.48,477.93,215.41,324.82,0.90
24066,74,1259.89,441.48,168.86,327.79,0.87
24067,21,1422.23,477.65,213.68,322.50,0.90
24067,74,1261.09,441.88,167.64,325.03,0.88
24068,21,1422.33,478.44,214.18,323.83,0.90
24068,74,1262.31,442.03,166.56,322.63,0.88
24069,21,1425.04,478.08,208.99,315.63,0.90
24069,74,1266.17,442.09,161.58,311.88,0.88
24070,21,1425.59,478.16,209.79,317.22,0.90
24070,74,1266.80,443.02,160.90,309.18,0.88
24071,21,1425.72,478.20,210.21,318.71,0.90
24071,74,1266.91,443.58,162.23,310.71,0.85
24072,21,1426.60,477.54,208.70,316.39,0.90
24072,74,1267.50,443.79,162.96,310.43,0.85
24073,21,1425.97,476.63,210.03,318.86,0.90
24073,74,1265.63,443.64,163.36,310.59,0.88
24074,21,1428.12,476.06,205.75,311.56,0.90
24074,74,1264.26,443.13,164.37,312.03,0.87
24075,21,1427.21,476.08,207.56,314.41,0.90
24075,74,1261.60,442.48,168.59,320.64,0.87
24076,21,1427.63,476.10,206.70,312.80,0.90
24076,74,1261.19,441.80,169.01,321.66,0.87
24077,21,1427.47,476.11,206.99,313.11,0.90
24077,74,1259.16,440.43,172.46,329.37,0.88
24078,21,1427.88,476.13,206.15,311.46,0.90
24078,74,1260.34,439.91,171.65,328.29,0.87
24079,21,1428.03,476.36,205.86,310.63,0.90
24079,74,1261.70,439.95,170.42,325.82,0.87
24080,21,1428.13,476.45,205.64,309.89,0.90
24080,74,1262.46,439.97,169.90,324.84,0.88
24081,21,1429.16,476.72,203.56,305.83,0.90
24081,74,1262.96,440.43,169.29,323.56,0.88
24082,21,1427.27,476.59,207.34,311.75,0.90
24082,74,1263.56,440.61,169.55,323.95,0.86
24083,21,1425.46,476.55,210.95,317.96,0.90
24083,74,1264.23,440.91,171.88,328.32,0.84
24084,21,1426.10,476.31,209.65,316.12,0.90
24084,74,1262.62,440.36,173.35,331.95,0.86
24085,21,1426.63,476.22,208.60,314.50,0.90
24085,74,1263.30,439.93,172.64,330.86,0.85
24086,21,1426.38,475.97,209.09,315.44,0.90
24086,74,1262.82,438.88,172.94,332.18,0.86
24087,21,1425.81,475.43,210.21,317.57,0.90
24087,74,1263.74,438.27,172.60,331.54,0.86
24088,21,1425.68,475.23,210.48,318.37,0.90
24088,74,1265.28,437.60,174.08,333.94,0.84
24089,21,1426.33,474.72,209.17,316.44,0.90
24089,74,1265.69,436.25,174.07,334.15,0.86
24090,21,1422.41,474.97,217.01,329.97,0.90
24090,74,1266.42,435.97,174.68,335.75,0.86
24091,21,1421.64,474.20,218.54,334.11,0.90
24091,74,1267.54,436.32,174.05,334.99,0.85
24092,21,1422.79,473.90,216.25,331.69,0.90
24092,74,1273.00,436.25,173.96,332.22,0.84
24093,21,1424.42,473.35,212.98,326.67,0.90
24093,74,1275.27,436.02,173.92,330.92,0.84
24094,21,1425.43,473.60,210.96,323.38,0.90
24094,74,1274.49,435.71,174.41,331.09,0.86
24095,21,1425.41,473.25,211.00,323.45,0.90
24095,74,1276.02,436.06,173.52,328.02,0.85
24096,21,1426.90,473.13,208.01,318.56,0.90
24096,74,1280.37,437.32,171.39,322.16,0.85
24097,21,1423.65,473.09,214.52,329.72,0.90
24097,74,1280.43,438.03,172.30,323.34,0.85
24098,21,1424.69,473.30,212.42,326.99,0.90
24098,74,1282.65,438.96,169.51,316.42,0.85
24099,21,1425.25,473.62,211.30,325.22,0.90
24099,74,1285.04,439.77,165.22,305.71,0.86
24100,21,1425.18,473.52,213.24,328.77,0.90
24100,74,1287.24,439.83,163.18,299.29,0.85
24101,21,1424.80,473.26,212.89,328.98,0.90
24101,74,1284.01,440.07,166.33,304.08,0.86
24102,21,1426.01,473.17,210.03,324.14,0.89
24102,74,1282.69,439.71,168.17,306.79,0.87
24103,21,1425.51,472.91,212.67,329.21,0.90
24103,74,1281.48,439.57,171.56,311.91,0.86
24104,21,1427.18,473.26,208.15,321.78,0.89
24104,74,1283.58,439.73,169.47,306.54,0.86
24105,21,1426.95,473.18,208.16,321.82,0.89
24105,74,1281.51,439.56,171.66,310.14,0.87
24106,21,1427.48,473.60,206.92,319.61,0.90
24106,74,1281.15,439.50,171.19,308.38,0.86
24107,21,1427.00,473.76,207.82,320.58,0.89
24107,74,1283.41,439.02,173.33,310.43,0.84
24108,21,1427.67,473.60,206.45,317.60,0.89
24108,74,1284.04,438.62,173.19,308.77,0.85
24109,21,1425.84,473.31,210.10,323.44,0.90
24109,74,1282.58,438.24,176.05,313.74,0.85
24110,21,1426.06,473.21,209.66,322.52,0.90
24110,74,1284.92,437.66,178.41,316.06,0.85
24111,21,1422.75,472.27,216.28,334.21,0.90
24111,74,1284.52,437.66,179.16,316.28,0.85
24112,21,1423.31,472.15,215.17,333.07,0.90
24112,74,1283.92,437.45,176.72,311.67,0.86
24113,21,1422.97,471.89,215.85,335.01,0.90
24113,74,1284.85,436.92,175.65,309.02,0.85
24114,21,1423.37,471.79,215.04,334.82,0.90
24114,74,1285.16,436.73,176.63,310.28,0.85
24115,21,1423.60,471.76,214.60,334.70,0.90
24115,74,1285.64,436.45,177.58,310.99,0.85
24116,21,1425.32,471.98,211.16,329.51,0.90
24116,74,1286.45,436.12,176.19,307.48,0.85
24117,21,1425.95,471.84,209.89,327.72,0.90
24117,74,1284.78,435.78,175.98,307.73,0.86
24118,21,1424.62,471.80,212.55,332.41,0.90
24118,74,1281.32,434.54,178.40,313.42,0.86
24119,21,1425.74,471.56,210.32,328.61,0.90
24119,74,1281.46,434.09,178.21,314.24,0.86
24120,21,1425.57,471.25,210.65,329.60,0.90
24120,74,1279.39,433.48,178.83,317.21,0.87
24121,21,1425.23,471.14,211.34,331.30,0.90
24121,74,1279.02,433.27,178.68,318.32,0.87
24122,21,1425.87,471.32,210.07,329.05,0.90
24122,74,1281.20,432.76,176.21,314.72,0.87
24123,21,1426.62,471.18,208.56,326.17,0.90
24123,74,1282.06,432.35,174.78,312.66,0.87
24124,21,1425.41,471.35,210.98,330.68,0.90
24124,74,1281.71,431.54,174.71,313.44,0.87
24125,21,1427.67,471.64,206.45,322.37,0.90
24125,74,1284.21,431.03,172.10,308.61,0.87
24126,21,1427.31,471.53,207.18,323.45,0.90
24126,74,1283.56,429.73,174.31,312.84,0.86
24127,21,1425.25,471.26,211.29,330.35,0.89
24127,74,1282.96,428.82,174.52,313.97,0.86
24128,21,1424.56,471.17,212.67,332.95,0.90
24128,74,1280.42,428.05,178.32,322.42,0.87
24129,21,1424.26,471.13,213.28,334.37,0.90
24129,74,1280.95,428.00,178.98,324.04,0.85
24130,21,1423.98,471.12,213.83,335.77,0.90
24130,74,1280.82,427.56,179.47,326.39,0.86
24131,21,1424.71,471.12,212.37,334.06,0.90
24131,74,1280.36,426.53,179.14,327.24,0.87
24132,21,1425.58,471.12,210.63,331.60,0.90
24132,74,1280.34,424.60,180.03,329.96,0.87
24133,21,1424.62,470.68,212.55,335.56,0.90
24133,74,1279.70,423.23,179.87,331.17,0.87
24134,21,1424.55,470.51,212.70,336.59,0.90
24134,74,1278.86,421.63,180.56,334.02,0.87
24135,21,1426.88,471.12,208.03,328.74,0.90
24135,74,1279.29,420.82,179.75,333.94,0.88
24136,21,1425.28,471.13,209.45,330.88,0.90
24136,74,1279.58,420.33,178.77,333.19,0.88
24137,21,1426.22,470.91,208.68,329.23,0.90
24137,74,1279.57,419.73,179.98,336.86,0.87
24138,21,1424.99,471.06,211.57,334.20,0.90
24138,74,1279.60,419.53,179.47,337.31,0.88
24139,21,1423.52,471.11,214.67,340.05,0.90
24139,74,1279.91,419.49,179.59,338.77,0.89
24140,21,1423.56,470.91,214.66,341.15,0.90
24140,74,1280.13,419.50,178.53,337.94,0.88
24141,21,1423.70,470.17,214.40,341.31,0.90
24141,74,1281.51,419.53,176.44,334.90,0.88
24142,21,1425.76,469.89,210.28,334.22,0.90
24142,74,1283.41,419.79,174.66,332.15,0.87
24143,21,1426.72,469.79,208.37,330.59,0.90
24143,74,1284.94,420.13,173.72,331.31,0.88
24144,21,1424.92,469.31,211.97,336.85,0.90
24144,74,1286.20,420.05,172.87,330.77,0.87
24145,21,1424.94,469.57,211.93,336.97,0.90
24145,74,1285.68,420.48,173.18,332.79,0.88
24146,21,1426.24,469.46,209.33,332.32,0.90
24146,74,1287.90,421.32,170.23,327.53,0.88
24147,21,1427.07,469.65,207.66,328.97,0.90
24147,74,1287.01,422.10,169.85,327.77,0.88
24148,21,1426.06,469.72,209.69,332.21,0.90
24148,74,1286.46,423.51,170.15,329.43,0.88
24149,21,1426.76,470.20,208.29,329.43,0.90
24149,74,1287.08,424.93,168.59,326.94,0.87
24150,21,1425.44,469.93,209.14,331.06,0.90
24150,74,1287.68,425.69,166.83,323.54,0.88
24151,21,1426.54,470.06,208.06,328.79,0.90
24151,74,1288.45,427.53,164.17,318.01,0.88
24152,21,1428.14,470.33,205.29,323.68,0.90
24152,74,1288.58,427.08,164.84,319.35,0.87
24153,21,1427.59,470.43,204.74,322.23,0.90
24153,74,1287.18,426.89,165.75,321.23,0.87
24154,21,1425.14,469.80,209.03,329.13,0.90
24154,74,1286.88,427.26,166.08,321.52,0.86
24155,21,1425.69,470.23,209.50,330.16,0.90
24155,74,1285.58,428.28,165.93,321.65,0.87
24156,21,1425.65,469.72,210.18,331.67,0.90
24156,74,1285.34,428.87,164.02,317.92,0.86
24157,21,1425.04,469.76,211.62,334.69,0.90
24157,74,1284.30,429.75,164.34,318.56,0.87
24158,21,1425.18,469.77,211.42,334.93,0.90
24158,74,1282.15,430.51,165.32,321.05,0.88
24159,21,1427.49,470.22,206.84,327.00,0.90
24159,74,1280.74,431.22,165.15,321.12,0.87
24160,21,1426.74,469.72,208.34,329.58,0.90
24160,74,1278.38,431.69,164.75,320.49,0.88
24161,21,1425.35,469.76,211.12,334.77,0.90
24161,74,1274.80,432.30,166.92,325.17,0.88
24162,21,1425.56,469.78,210.70,334.51,0.90
24162,74,1271.71,432.73,168.62,328.93,0.87
24163,21,1425.11,469.78,211.60,336.62,0.90
24163,74,1269.18,433.76,172.50,336.99,0.85
24164,21,1423.51,469.34,214.80,343.18,0.90
24164,74,1265.74,434.35,174.17,341.57,0.86
24165,21,1426.11,469.18,209.61,334.59,0.90
24165,74,1267.86,435.00,169.32,331.36,0.86
24166,21,1424.44,469.56,212.94,341.07,0.90
24166,74,1266.08,435.90,170.09,333.38,0.87
24167,21,1427.03,469.49,207.76,332.17,0.90
24167,74,1268.74,437.54,165.58,323.44,0.86
24168,21,1428.85,469.24,204.12,325.32,0.90
24168,74,1269.32,438.14,161.24,314.20,0.88
24169,21,1428.99,469.59,203.83,324.14,0.90
24169,74,1268.69,439.92,162.32,315.55,0.87
24170,21,1426.74,469.28,208.34,331.81,0.90
24170,74,1267.63,441.44,163.99,318.32,0.87
24171,21,1425.14,469.16,211.52,337.78,0.90
24171,74,1266.56,442.65,165.13,320.51,0.86
24172,21,1427.65,469.56,206.52,328.99,0.90
24172,74,1265.60,445.30,164.08,318.24,0.88
24173,21,1425.84,469.27,210.13,335.45,0.90
24173,74,1263.64,447.39,164.70,319.41,0.87
24174,21,1426.54,469.38,208.72,333.17,0.90
24174,74,1262.24,448.79,164.98,320.09,0.88
24175,21,1425.19,469.21,211.42,338.31,0.90
24175,74,1260.06,450.62,166.25,323.49,0.89
24176,21,1425.31,469.58,211.19,338.46,0.90
24176,74,1259.44,450.81,165.94,323.43,0.88
24177,21,1425.55,469.28,210.71,337.59,0.90
24177,74,1258.47,451.73,165.16,322.07,0.88
24178,21,1426.82,469.62,208.16,332.79,0.90
24178,74,1259.08,451.13,163.45,317.98,0.88
24179,21,1425.39,469.29,211.02,337.67,0.90
24179,74,1258.30,450.41,164.45,319.58,0.88
24180,21,1428.00,469.62,205.80,328.39,0.90
24180,74,1257.26,450.56,165.05,320.63,0.88
24181,21,1428.26,470.20,205.28,327.05,0.89
24181,74,1256.80,449.91,165.48,320.82,0.88
24182,21,1427.06,469.96,207.68,331.07,0.90
24182,74,1254.41,448.97,167.03,323.79,0.89
24183,21,1425.38,470.76,212.83,340.59,0.90
24183,74,1255.28,448.82,166.35,321.58,0.88
24184,21,1425.14,470.62,212.22,339.77,0.90
24184,74,1255.96,448.30,165.02,317.60,0.89
24185,21,1424.55,469.89,212.95,341.86,0.90
24185,74,1256.15,448.77,166.05,318.56,0.88
24186,21,1425.14,469.83,211.61,340.18,0.90
24186,74,1257.53,449.82,165.20,315.37,0.88
24187,21,1428.23,469.81,207.14,332.38,0.89
24187,74,1258.34,450.66,165.24,313.72,0.89
24188,21,1428.42,469.35,205.63,329.40,0.89
24188,74,1259.00,450.51,165.47,312.24,0.89
24189,21,1429.23,469.41,205.38,328.52,0.89
24189,74,1258.83,450.89,166.85,313.50,0.89
24190,21,1428.31,469.43,205.93,329.12,0.90
24190,74,1259.46,450.12,166.88,311.77,0.89
24191,21,1427.90,469.89,206.26,328.91,0.89
24191,74,1260.29,448.92,167.06,310.24,0.88
24192,21,1426.96,469.84,207.95,331.76,0.90
24192,74,1259.25,448.24,170.73,316.64,0.88
24193,21,1426.99,469.82,207.82,331.51,0.90
24193,74,1260.49,445.99,170.15,314.39,0.88
24194,21,1428.42,469.36,204.94,325.62,0.90
24194,74,1261.07,444.46,169.69,312.85,0.89
24195,21,1428.57,469.87,204.63,324.52,0.90
24195,74,1260.58,443.89,172.27,317.65,0.89
24196,21,1425.32,469.38,211.14,336.01,0.90
24196,74,1260.97,443.47,173.40,319.67,0.88
24197,21,1425.72,469.20,210.34,334.54,0.89
24197,74,1262.50,442.66,173.25,319.32,0.88
24198,21,1425.92,469.36,209.93,334.17,0.90
24198,74,1266.01,441.93,171.75,315.17,0.86
24199,21,1425.27,469.19,211.25,336.47,0.90
24199,74,1264.99,441.00,173.16,317.84,0.88
24200,21,1424.82,469.58,212.15,338.21,0.90
24200,74,1265.16,440.22,172.97,317.50,0.88
24201,21,1425.42,469.72,210.95,336.19,0.90
24201,74,1267.94,439.73,170.98,312.68,0.87
24202,21,1424.03,470.00,213.73,341.86,0.90
24202,74,1267.38,439.34,172.06,314.22,0.88
24203,21,1424.73,469.89,212.33,340.21,0.90
24203,74,1268.20,439.44,173.49,315.48,0.87
24204,21,1425.58,469.84,210.63,337.75,0.90
24204,74,1268.21,439.05,177.68,322.20,0.86
24205,21,1424.52,470.27,212.76,341.71,0.90
24205,74,1269.75,439.14,178.37,321.85,0.86
24206,21,1425.29,469.54,211.22,339.63,0.90
24206,74,1269.80,439.41,180.52,325.02,0.86
24207,21,1427.83,469.48,206.14,330.11,0.89
24207,74,1271.24,439.53,179.31,321.76,0.88
24208,21,1428.47,469.91,204.86,326.94,0.90
24208,74,1272.42,439.81,178.83,320.26,0.87
24209,21,1429.65,469.85,202.50,321.52,0.90
24209,74,1272.89,439.93,180.32,322.80,0.87
24210,21,1426.28,469.82,209.23,332.61,0.90
24210,74,1273.71,440.42,179.07,319.75,0.87
24211,21,1425.35,469.81,211.10,335.82,0.90
24211,74,1274.52,440.62,180.64,321.70,0.88
24212,21,1425.63,469.81,210.54,334.83,0.90
24212,74,1279.18,440.92,177.81,314.19,0.87
24213,21,1428.11,469.36,205.58,325.52,0.90
24213,74,1280.13,441.71,174.67,306.14,0.88
24214,21,1428.10,469.19,205.60,324.68,0.90
24214,74,1279.57,442.01,174.78,303.62,0.87
24215,21,1426.30,468.90,209.19,330.45,0.90
24215,74,1278.89,441.66,177.04,305.90,0.87
24216,21,1426.72,468.80,208.35,328.62,0.90
24216,74,1277.03,441.53,178.36,305.90,0.86
24217,21,1426.01,468.54,209.77,330.83,0.90
24217,74,1276.43,441.48,181.72,309.07,0.86
24218,21,1424.53,468.89,212.73,336.12,0.90
24218,74,1273.78,440.80,184.68,313.19,0.86
24219,21,1425.04,468.58,211.72,334.57,0.90
24219,74,1273.39,440.31,185.85,313.65,0.86
24220,21,1423.92,468.47,213.96,338.85,0.90
24220,74,1274.04,440.13,185.56,311.15,0.86
24221,21,1423.75,468.43,214.30,340.00,0.90
24221,74,1274.34,440.07,186.65,310.20,0.86
24222,21,1423.92,468.86,213.96,339.97,0.90
24222,74,1272.61,439.83,188.94,312.31,0.87
24223,21,1423.59,469.03,214.61,341.70,0.90
24223,74,1271.90,439.52,188.11,309.77,0.87
24224,21,1425.80,469.31,210.20,334.12,0.90
24224,74,1273.42,438.96,190.88,311.94,0.87
24225,21,1423.97,469.20,213.87,340.83,0.90
24225,74,1270.30,438.53,193.50,315.66,0.87
24226,21,1423.44,469.15,214.92,343.31,0.90
24226,74,1271.54,437.93,195.39,317.06,0.86
24227,21,1422.91,468.69,215.98,346.00,0.90
24227,74,1270.20,437.27,195.26,316.69,0.86
24228,21,1423.94,468.96,213.91,343.00,0.90
24228,74,1274.03,436.58,194.53,313.41,0.86
24229,21,1423.81,469.07,214.18,344.04,0.89
24229,74,1273.03,436.11,194.64,312.38,0.86
24230,21,1425.40,469.10,210.99,338.63,0.89
24230,74,1274.01,436.40,192.38,307.52,0.86
24231,21,1424.72,469.34,212.36,341.25,0.89
24231,74,1273.32,436.52,193.18,308.39,0.86
24232,21,1424.30,469.43,213.20,343.11,0.89
24232,74,1272.45,436.35,194.67,311.20,0.86
24233,21,1424.99,469.69,211.81,340.91,0.90
24233,74,1272.77,436.07,195.71,313.38,0.86
24234,21,1425.27,469.78,211.26,340.06,0.90
24234,74,1273.58,435.98,195.58,313.31,0.86
24235,21,1425.15,469.37,211.51,340.62,0.89
24235,74,1270.68,435.95,197.47,317.74,0.86
24236,21,1424.47,469.43,212.85,343.28,0.89
24236,74,1269.88,435.72,198.02,319.62,0.87
24237,21,1424.01,469.90,212.01,342.06,0.90
24237,74,1269.47,435.42,198.89,322.31,0.86
24238,21,1423.86,469.86,213.41,344.92,0.90
24238,74,1269.79,435.32,199.13,323.75,0.86
24239,21,1424.38,469.39,212.79,344.21,0.90
24239,74,1269.02,435.06,198.79,324.48,0.86
24240,21,1425.71,469.22,210.30,340.36,0.89
24240,74,1270.26,434.53,196.03,321.17,0.86
24241,21,1426.36,469.15,209.06,338.44,0.90
24241,74,1272.48,434.11,193.73,317.86,0.86
24242,21,1426.02,469.12,209.76,339.96,0.90
24242,74,1271.65,433.97,193.06,318.38,0.87
24243,21,1427.43,469.34,206.96,334.96,0.90
24243,74,1270.76,433.47,193.07,320.36,0.87
24244,21,1427.65,469.42,206.51,333.97,0.90
24244,74,1271.57,433.30,190.80,318.43,0.87
24245,21,1428.03,469.90,205.74,332.28,0.90
24245,74,1271.50,433.02,189.80,318.80,0.87
24246,21,1428.22,469.63,205.38,331.22,0.90
24246,74,1273.90,432.92,186.83,316.26,0.87
24247,21,1428.96,468.86,203.89,327.50,0.90
24247,74,1273.55,432.68,186.44,317.76,0.87
24248,21,1427.10,468.56,207.60,333.77,0.90
24248,74,1272.84,432.15,187.00,321.44,0.87
24249,21,1426.23,468.46,209.35,337.02,0.90
24249,74,1273.49,431.95,185.85,321.94,0.86
24250,21,1426.66,468.42,208.49,335.15,0.90
24250,74,1275.01,431.67,183.32,320.11,0.86
24251,21,1426.80,468.63,208.20,334.21,0.90
24251,74,1276.12,431.57,181.74,319.84,0.86
24252,21,1425.42,468.94,210.97,339.44,0.90
24252,74,1273.76,431.99,181.81,323.31,0.86
24253,21,1422.84,469.06,214.36,345.84,0.90
24253,74,1271.12,431.71,182.25,327.71,0.87
24254,21,1423.07,469.10,213.21,344.28,0.90
24254,74,1269.04,431.84,181.93,330.91,0.87
24255,21,1425.06,468.67,210.77,340.07,0.90
24255,74,1271.08,432.55,176.19,322.57,0.86
24256,21,1425.55,468.96,210.37,339.79,0.90
24256,74,1271.38,432.84,174.13,320.66,0.86
24257,21,1426.63,469.07,208.43,336.55,0.90
24257,74,1269.84,433.39,174.91,324.42,0.84
24258,21,1425.35,469.56,211.08,341.14,0.90
24258,74,1266.06,433.82,176.78,331.38,0.86
24259,21,1425.88,469.29,210.06,339.75,0.90
24259,74,1263.41,435.09,175.13,330.68,0.87
24260,21,1427.11,469.41,207.60,334.97,0.90
24260,74,1262.96,435.79,172.09,326.14,0.87
24261,21,1426.69,469.68,208.45,336.52,0.90
24261,74,1261.30,436.72,172.25,328.63,0.87
24262,21,1426.83,469.78,206.38,332.20,0.90
24262,74,1260.30,437.51,170.03,325.99,0.86
24263,21,1424.40,469.14,210.56,339.32,0.90
24263,74,1257.96,438.01,171.43,331.00,0.87
24264,21,1423.81,468.90,211.50,341.53,0.90
24264,74,1255.61,439.08,172.36,335.52,0.87
24265,21,1424.12,469.04,210.79,340.81,0.90
24265,74,1252.12,439.47,173.56,341.19,0.87
24266,21,1425.49,469.53,208.03,336.06,0.90
24266,74,1252.05,440.26,170.30,336.47,0.87
24267,21,1425.13,469.72,208.74,336.94,0.90
24267,74,1251.77,441.44,167.47,331.90,0.87
24268,21,1425.02,469.79,210.76,340.40,0.90
24268,74,1251.15,443.20,163.09,323.43,0.87
24269,21,1423.96,470.04,211.78,342.81,0.90
24269,74,1249.11,444.29,163.40,324.29,0.87
24270,21,1426.80,469.24,207.46,335.27,0.90
24270,74,1246.10,444.67,165.00,327.76,0.87
24271,21,1427.87,469.16,205.85,332.15,0.90
24271,74,1243.90,444.79,164.76,326.84,0.87
24272,21,1426.62,469.13,208.54,336.38,0.90
24272,74,1241.98,445.48,165.66,328.06,0.87
24273,21,1426.48,469.12,208.88,336.64,0.90
24273,74,1239.70,445.49,167.46,330.97,0.87
24274,21,1426.49,469.56,208.87,336.29,0.90
24274,74,1237.88,446.14,167.97,330.51,0.87
24275,21,1428.16,469.95,205.55,329.69,0.90
24275,74,1236.55,445.69,168.25,329.20,0.87
24276,21,1426.72,470.77,208.41,334.17,0.90
24276,74,1235.54,445.72,168.18,326.69,0.88
24277,21,1427.13,470.63,207.59,332.73,0.90
24277,74,1234.65,445.72,168.84,325.74,0.88
24278,21,1426.89,470.57,208.07,333.09,0.90
24278,74,1233.69,445.25,170.03,325.39,0.88
24279,21,1427.02,470.32,207.80,332.12,0.90
24279,74,1232.32,444.39,172.16,327.28,0.88
24280,21,1425.00,469.99,211.83,339.14,0.88
24280,74,1231.16,442.95,176.13,333.12,0.88
24281,21,1424.94,470.32,211.96,339.55,0.90
24281,74,1230.52,441.96,178.11,335.32,0.87
24282,21,1425.54,470.44,210.74,337.47,0.90
24282,74,1231.93,440.69,178.75,334.81,0.88
24283,21,1426.18,470.48,207.67,332.20,0.90
24283,74,1232.37,438.88,179.25,334.13,0.88
24284,21,1426.90,470.72,205.57,327.73,0.90
24284,74,1232.26,436.87,181.37,336.97,0.88
24285,21,1427.53,471.03,204.05,324.51,0.90
24285,74,1233.07,435.24,182.27,337.58,0.88
24286,21,1426.59,470.92,205.84,326.72,0.90
24286,74,1234.73,432.87,181.27,334.67,0.88
24287,21,1426.60,470.65,207.59,329.13,0.90
24287,74,1234.37,430.65,186.00,343.81,0.88
24288,21,1425.65,470.55,208.39,330.07,0.90
24288,74,1235.77,428.53,186.90,346.31,0.88
24289,21,1425.17,470.51,210.71,334.45,0.90
24289,74,1237.13,427.76,188.68,350.77,0.88
24290,21,1425.70,470.27,208.39,330.11,0.90
24290,74,1241.16,427.50,185.41,344.46,0.88
24291,21,1426.22,470.40,206.86,326.88,0.90
24291,74,1243.07,426.56,185.14,344.63,0.89
24292,21,1426.52,470.68,207.89,328.59,0.90
24292,74,1244.76,426.24,185.73,346.89,0.89
24293,21,1425.61,470.55,210.30,333.04,0.90
24293,74,1246.22,427.05,186.90,350.82,0.88
24294,21,1426.39,470.73,208.96,330.94,0.90
24294,74,1251.87,426.94,186.39,349.17,0.86
24295,21,1427.72,471.47,206.39,326.34,0.90
24295,74,1251.54,426.93,187.06,351.60,0.87
24296,21,1429.34,471.74,203.17,320.12,0.90
24296,74,1254.70,426.51,186.41,350.27,0.87
24297,21,1429.63,471.84,202.60,318.27,0.90
24297,74,1254.65,426.37,188.55,355.50,0.87
24298,21,1428.94,471.42,203.97,319.42,0.90
24298,74,1255.38,425.45,187.32,354.79,0.88
24299,21,1427.46,471.49,206.92,323.70,0.90
24299,74,1256.92,425.12,185.99,353.57,0.88
24300,21,1426.85,471.06,208.15,325.77,0.90
24300,74,1261.34,425.24,182.60,347.94,0.88
24301,21,1425.47,471.12,210.89,330.80,0.90
24301,74,1263.13,425.53,180.97,345.55,0.88
24302,21,1425.14,471.37,211.55,332.48,0.90
24302,74,1264.46,425.88,180.27,345.32,0.87
24303,21,1425.37,471.46,211.08,332.21,0.90
24303,74,1266.26,426.25,179.54,345.02,0.88
24304,21,1424.76,471.72,212.31,334.98,0.91
24304,74,1266.74,425.96,179.56,346.25,0.88
24305,21,1425.09,471.15,211.64,334.45,0.90
24305,74,1268.41,425.85,178.72,346.27,0.88
