frame,tracklet_id,l,t,w,h,probability_of_detection
11636,33,889.21,502.88,205.72,325.01,0.90
11637,21,740.41,381.27,150.09,334.98,0.91
11637,33,889.07,502.45,206.43,325.89,0.90
11638,21,741.16,381.14,149.48,333.83,0.91
11638,33,888.66,502.73,207.38,327.08,0.90
11639,21,740.89,380.86,149.44,334.05,0.91
11639,33,888.16,502.62,208.42,328.63,0.90
11640,21,740.31,381.20,150.38,336.81,0.91
11640,33,890.52,502.80,207.26,326.74,0.90
11641,21,740.93,381.33,149.04,333.84,0.91
11641,33,891.91,502.86,204.90,321.98,0.90
11642,21,740.92,381.37,149.04,334.04,0.91
11642,33,891.88,503.11,204.21,319.93,0.89
11643,21,741.25,381.17,149.24,334.78,0.91
11643,33,892.44,502.98,203.67,318.06,0.89
11644,21,741.20,381.31,149.67,336.17,0.90
11644,33,890.99,502.92,206.77,322.74,0.90
11645,21,740.36,381.36,150.58,338.92,0.90
11645,33,891.83,503.12,206.03,321.16,0.90
11646,21,740.99,381.83,149.90,337.72,0.91
11646,33,891.87,503.20,205.40,319.67,0.90
11647,21,740.91,382.00,149.40,336.80,0.91
11647,33,893.46,503.23,202.88,314.63,0.90
11648,21,742.41,381.84,147.04,330.87,0.91
11648,33,893.92,503.46,202.19,312.52,0.89
11649,21,742.03,381.78,147.13,330.86,0.91
11649,33,893.03,503.54,204.04,314.91,0.90
11650,21,742.22,381.75,147.40,331.32,0.91
11650,33,893.29,503.13,204.42,314.93,0.89
11651,21,742.01,381.74,147.16,330.17,0.91
11651,33,893.91,502.97,204.39,314.52,0.90
11652,21,742.05,381.96,146.83,329.07,0.91
11652,33,894.50,502.90,203.65,312.59,0.90
11653,21,742.53,382.04,145.78,325.99,0.91
11653,33,894.38,503.11,204.04,312.56,0.90
11654,21,742.71,382.07,145.39,324.41,0.91
11654,33,895.02,503.40,202.79,309.66,0.90
11655,21,742.15,382.07,145.60,324.29,0.91
11655,33,893.31,503.52,205.31,313.08,0.90
11656,21,741.16,381.85,147.24,327.64,0.91
11656,33,893.90,503.33,204.66,311.48,0.90
11657,21,741.00,381.77,147.43,327.58,0.91
11657,33,894.76,503.71,203.14,308.21,0.90
11658,21,741.06,381.73,147.28,326.68,0.91
11658,33,894.53,503.85,203.66,308.34,0.90
11659,21,740.54,381.94,148.32,328.81,0.91
11659,33,893.94,503.68,204.86,309.99,0.90
11660,21,740.32,382.02,148.74,329.62,0.91
11660,33,893.23,503.39,206.26,312.19,0.90
11661,21,739.59,382.05,149.33,331.26,0.91
11661,33,891.52,503.27,209.68,317.93,0.90
11662,21,738.86,381.62,150.45,334.11,0.90
11662,33,892.10,503.23,208.52,316.11,0.90
11663,21,738.80,381.45,150.44,334.28,0.91
11663,33,892.69,503.22,207.32,314.05,0.90
11664,21,738.69,381.61,150.64,335.00,0.90
11664,33,892.30,503.43,208.08,315.28,0.90
11665,21,738.85,381.23,150.30,334.36,0.90
11665,33,893.36,503.52,205.96,311.73,0.90
11666,21,739.45,381.53,149.11,331.43,0.91
11666,33,893.64,503.77,205.38,310.60,0.90
11667,21,739.09,381.42,149.84,333.22,0.91
11667,33,892.56,503.86,207.54,314.22,0.90
11668,21,739.36,381.60,149.31,331.88,0.91
11668,33,892.40,503.90,207.86,315.13,0.90
11669,21,739.13,381.68,149.78,332.71,0.91
11669,33,892.16,504.13,207.44,314.81,0.90
11670,21,738.12,381.03,151.81,337.69,0.90
11670,33,895.25,503.77,200.91,303.53,0.90
11671,21,738.33,380.79,152.28,339.12,0.90
11671,33,894.15,504.08,202.07,304.67,0.90
11672,21,737.50,381.15,153.39,342.30,0.90
11672,33,893.19,503.97,204.52,308.47,0.90
11673,21,737.77,381.28,152.64,341.27,0.91
11673,33,892.34,504.37,206.42,311.70,0.90
11674,21,737.87,380.89,152.37,341.28,0.91
11674,33,891.07,504.53,209.03,316.49,0.90
11675,21,739.14,381.41,149.81,335.24,0.91
11675,33,893.62,504.36,204.85,309.66,0.90
11676,21,739.50,381.39,149.97,335.39,0.91
11676,33,892.93,504.96,204.79,309.47,0.90
11677,21,739.44,381.38,150.42,336.34,0.91
11677,33,891.65,504.74,206.83,312.98,0.90
11678,21,739.16,381.38,151.12,338.03,0.91
11678,33,891.74,504.65,206.44,312.53,0.90
11679,21,739.00,380.93,152.36,341.34,0.90
11679,33,891.50,504.84,206.86,313.46,0.90
11680,21,738.71,380.32,152.41,342.13,0.91
11680,33,892.84,505.13,204.16,309.13,0.90
11681,21,739.53,380.53,150.56,337.96,0.91
11681,33,894.01,505.46,201.81,305.02,0.90
11682,21,739.58,381.07,150.36,337.69,0.91
11682,33,893.72,506.03,202.40,305.73,0.90
11683,21,740.07,380.82,150.25,337.59,0.91
11683,33,893.44,507.13,202.07,305.13,0.90
11684,21,740.29,380.73,151.01,339.78,0.91
11684,33,893.06,507.54,202.50,305.82,0.89
11685,21,740.60,381.14,150.85,339.71,0.91
11685,33,893.81,507.68,200.89,302.97,0.89
11686,21,740.92,381.30,150.38,338.78,0.91
11686,33,894.78,507.49,199.80,300.79,0.89
11687,21,741.30,381.36,149.65,337.08,0.91
11687,33,895.23,508.09,198.33,297.54,0.89
11688,21,742.52,381.60,148.13,333.09,0.91
11688,33,895.02,508.08,198.55,297.03,0.89
11689,21,742.91,381.69,147.68,331.58,0.91
11689,33,893.24,508.51,202.93,303.60,0.89
11690,21,744.60,382.40,146.19,327.24,0.91
11690,33,894.03,509.33,202.54,302.75,0.89
11691,21,747.06,381.98,142.88,317.76,0.92
11691,33,894.48,509.63,202.11,301.54,0.89
11692,21,747.35,382.50,142.88,315.85,0.92
11692,33,895.82,509.74,201.39,299.31,0.89
11693,21,747.36,382.92,144.84,319.05,0.91
11693,33,895.01,510.21,204.63,303.41,0.89
11694,21,749.05,383.07,143.97,315.38,0.91
11694,33,896.03,510.82,204.96,303.17,0.89
11695,21,748.18,382.89,147.52,322.83,0.90
11695,33,896.47,510.59,205.85,303.53,0.89
11696,21,748.57,382.60,150.05,328.51,0.90
11696,33,897.22,510.94,205.89,302.33,0.89
11697,21,750.51,383.15,149.17,326.03,0.90
11697,33,896.93,511.51,207.91,304.56,0.89
11698,21,750.20,382.91,151.76,332.22,0.90
11698,33,897.77,511.27,206.74,301.39,0.89
11699,21,750.50,382.82,153.63,337.19,0.89
11699,33,899.04,511.16,206.15,299.29,0.89
11700,21,749.84,383.22,156.71,345.69,0.88
11700,33,899.33,510.89,206.25,297.84,0.89
11701,21,753.46,383.59,153.61,339.00,0.90
11701,33,901.11,510.11,202.92,290.38,0.88
11702,21,755.99,384.18,151.85,335.42,0.90
11702,33,898.35,510.93,209.37,299.11,0.88
11703,21,755.25,385.06,155.40,345.43,0.89
11703,33,896.81,511.01,213.66,305.20,0.89
11704,21,757.57,385.83,156.77,350.02,0.89
11704,33,897.93,510.81,210.97,300.23,0.87
11705,21,760.57,386.11,156.52,350.40,0.89
11705,33,899.61,510.28,208.29,294.70,0.86
11706,21,764.48,387.98,154.35,346.05,0.89
11706,33,901.80,509.63,204.13,286.34,0.85
11707,21,768.77,388.23,151.38,339.41,0.89
11707,33,902.35,509.39,203.08,282.80,0.86
11708,21,771.21,388.76,149.38,335.97,0.89
11708,33,901.16,509.52,205.45,284.49,0.86
11709,21,775.88,390.73,145.49,327.06,0.89
11709,33,903.38,509.80,201.89,276.88,0.86
11710,21,778.13,392.36,147.38,332.76,0.87
11710,33,901.84,510.13,205.26,280.19,0.85
11711,21,781.59,394.27,149.85,339.77,0.89
11711,33,900.43,509.81,208.17,283.24,0.87
11712,21,786.59,395.85,150.33,341.10,0.88
11712,33,900.39,509.68,208.27,282.21,0.86
11713,21,791.74,396.42,149.21,337.59,0.88
11713,33,899.37,509.64,211.20,285.88,0.87
11714,21,795.81,397.72,148.81,333.32,0.87
11714,33,899.38,510.07,210.60,284.17,0.87
11715,21,800.34,398.62,147.80,324.99,0.88
11715,33,900.46,509.56,208.19,279.74,0.83
11716,21,797.04,399.81,152.64,330.46,0.86
11716,33,900.27,509.59,208.48,279.22,0.81
11717,21,799.91,399.56,155.03,331.38,0.88
11717,33,900.21,509.16,208.55,278.61,0.83
11718,21,804.32,399.20,154.42,325.28,0.88
11718,33,899.07,508.55,209.01,278.42,0.81
11719,21,811.38,399.70,151.26,311.50,0.89
11719,33,895.21,509.22,216.02,288.67,0.87
11720,21,817.91,400.08,149.32,300.70,0.88
11720,33,895.08,508.59,215.16,287.65,0.88
11721,21,821.67,400.88,150.15,296.63,0.88
11721,33,893.72,508.12,215.65,289.23,0.89
11722,21,824.88,400.92,152.86,299.60,0.85
11722,33,892.65,506.62,215.20,289.82,0.89
11723,21,832.22,400.68,154.80,301.92,0.84
11723,33,894.39,504.94,210.74,284.03,0.88
11724,21,832.36,400.13,166.71,331.15,0.80
11724,33,893.22,505.67,213.64,288.98,0.89
11725,21,838.63,399.49,168.10,340.12,0.83
11725,33,893.69,505.28,214.70,291.04,0.89
11726,21,837.49,399.21,167.65,349.76,0.80
11726,33,893.06,506.25,217.63,296.03,0.90
11727,21,841.27,398.66,167.44,359.52,0.79
11727,33,890.50,505.53,224.27,306.51,0.90
11728,21,848.26,396.05,163.90,361.23,0.77
11728,33,891.36,505.04,225.75,309.37,0.90
11729,21,855.97,395.24,158.35,356.70,0.78
11729,33,893.83,503.75,222.93,305.33,0.90
11730,21,879.48,394.93,165.27,367.21,0.71
11730,33,891.61,504.16,229.07,315.24,0.90
11731,21,872.47,394.82,167.82,379.82,0.68
11731,33,888.21,504.10,235.61,326.13,0.90
11732,21,894.27,394.35,162.92,359.77,0.72
11732,33,889.87,503.87,231.28,320.44,0.89
11733,21,908.65,392.83,166.90,357.78,0.79
11733,33,889.56,503.57,232.37,323.14,0.89
11734,21,920.24,391.83,173.20,357.43,0.78
11734,33,890.13,503.47,232.27,324.08,0.89
11735,21,912.31,390.58,178.22,365.26,0.73
11735,33,889.26,503.21,233.51,326.79,0.90
11736,21,903.90,382.18,190.48,387.57,0.61
11736,33,889.74,502.91,232.34,325.75,0.90
11737,21,901.78,381.61,186.65,383.83,0.63
11737,33,890.06,503.69,231.61,325.26,0.90
11738,21,903.49,378.80,183.77,381.22,0.63
11738,33,889.19,501.77,232.42,326.78,0.89
11739,21,909.61,375.12,181.13,375.66,0.61
11739,33,889.82,502.38,230.79,324.64,0.89
11740,21,909.72,376.24,175.27,366.52,0.69
11740,33,889.79,501.74,229.80,323.31,0.90
11741,21,933.79,377.40,165.05,338.96,0.76
11741,33,887.10,498.38,234.80,331.67,0.90
11742,21,931.16,380.23,166.68,345.53,0.69
11742,33,889.49,501.77,229.87,324.41,0.90
11743,21,941.70,379.89,167.51,345.61,0.70
11743,33,890.70,503.33,226.51,319.04,0.90
11744,21,951.11,379.33,170.92,349.28,0.74
11744,33,890.90,504.60,225.74,317.67,0.90
11745,21,965.43,380.27,178.80,360.74,0.77
11745,33,888.20,505.52,229.22,322.98,0.90
11746,21,973.34,381.07,189.55,379.62,0.79
11746,33,886.37,505.41,231.30,326.29,0.90
11747,21,979.35,380.30,198.59,395.71,0.78
11747,33,884.57,504.48,233.41,329.74,0.90
11748,21,987.40,381.75,205.82,409.71,0.82
11748,33,883.91,504.11,235.08,332.80,0.90
11749,21,998.16,383.41,207.58,413.09,0.85
11749,33,883.90,503.53,234.35,332.14,0.90
11750,21,1006.10,386.47,203.66,400.42,0.70
11750,33,887.19,502.64,231.08,326.28,0.88
11751,21,1018.28,388.78,208.89,411.92,0.85
11751,33,885.54,502.75,232.98,329.38,0.89
11752,21,1029.42,389.41,212.12,420.28,0.86
11752,33,882.68,502.35,237.28,336.74,0.88
11753,21,1040.44,389.63,212.44,422.92,0.86
11753,33,883.01,502.43,235.21,333.98,0.88
11754,21,1050.07,389.70,213.39,426.84,0.85
11754,33,881.40,501.79,235.24,334.41,0.89
11755,21,1059.80,387.95,215.95,435.67,0.85
11755,33,879.04,501.78,237.89,339.20,0.90
11756,21,1071.91,387.27,210.92,427.52,0.85
11756,33,880.68,500.45,233.85,333.02,0.86
11757,21,1088.53,386.55,202.88,413.00,0.84
11757,33,882.07,500.62,231.72,329.01,0.86
11758,21,1096.88,386.27,195.75,394.74,0.84
11758,33,881.87,500.70,230.60,326.59,0.88
11759,21,1112.04,386.61,195.30,395.57,0.85
11759,33,880.28,501.63,234.14,331.96,0.89
11760,21,1123.94,385.39,198.86,405.75,0.85
11760,33,879.05,503.31,235.87,334.85,0.89
11761,21,1135.93,386.71,196.00,400.24,0.85
11761,33,879.91,503.51,233.01,330.16,0.89
11762,21,1145.80,388.57,186.93,375.65,0.86
11762,33,878.80,504.03,234.83,333.27,0.90
11763,21,1156.78,389.50,179.68,351.39,0.88
11763,33,879.99,503.77,231.43,327.75,0.89
11764,21,1165.50,391.45,176.79,332.77,0.86
11764,33,876.30,504.12,237.56,337.29,0.90
11765,21,1167.03,390.72,187.81,343.18,0.83
11765,33,876.64,504.24,236.43,335.96,0.90
11766,21,1167.45,387.98,187.51,340.34,0.77
11766,33,875.50,504.28,236.80,336.74,0.90
11767,21,1190.94,385.57,190.71,339.95,0.79
11767,33,874.02,503.85,238.17,339.24,0.89
11768,21,1210.90,384.91,197.59,351.06,0.77
11768,33,872.35,504.34,240.06,343.04,0.90
11769,21,1221.66,382.45,211.41,377.49,0.77
11769,33,871.68,503.86,240.88,345.56,0.90
11770,21,1235.30,380.23,222.14,403.07,0.79
11770,33,870.09,503.23,242.12,349.14,0.90
11771,21,1248.78,378.52,225.69,417.34,0.81
11771,33,870.40,503.88,239.93,347.79,0.90
11772,21,1262.85,377.01,225.54,425.03,0.84
11772,33,869.85,504.12,239.58,349.44,0.90
11773,21,1281.02,376.01,209.20,395.21,0.84
11773,33,870.09,503.99,236.80,347.13,0.90
11774,21,1290.52,374.77,203.59,382.99,0.85
11774,33,870.23,504.61,233.92,344.65,0.90
11775,21,1301.89,374.35,190.75,351.91,0.85
11775,33,869.80,505.29,232.97,345.01,0.90
11776,21,1307.66,374.25,188.37,341.12,0.85
11776,33,868.44,505.09,234.15,349.14,0.90
11777,21,1319.01,374.70,186.50,327.79,0.74
11777,33,867.82,505.90,233.98,351.12,0.89
11778,21,1323.76,377.21,189.12,321.74,0.82
11778,33,869.54,506.20,230.95,348.29,0.90
11779,21,1330.84,375.84,196.38,322.52,0.84
11779,33,869.01,506.31,232.22,352.52,0.89
11780,21,1338.59,376.49,202.90,322.75,0.75
11780,33,869.19,506.78,231.10,352.75,0.89
11781,21,1374.77,374.70,206.67,331.84,0.83
11781,33,869.69,506.51,229.86,352.36,0.89
11782,21,1397.79,373.16,205.87,332.61,0.83
11782,33,871.34,506.62,226.49,347.94,0.89
11783,21,1413.11,371.48,209.13,340.39,0.83
11783,33,871.93,506.66,224.44,345.34,0.89
11784,21,1401.97,369.76,211.20,332.02,0.82
11784,33,871.50,506.89,224.10,345.48,0.89
11785,21,1404.11,367.10,212.00,322.54,0.82
11785,33,871.47,506.75,223.76,345.31,0.89
11786,21,1417.61,365.47,213.02,317.27,0.74
11786,33,870.78,506.46,224.13,346.37,0.89
11787,21,1433.73,362.20,211.95,310.45,0.67
11787,33,870.54,506.13,223.36,345.21,0.89
11788,21,1444.15,357.86,218.00,318.04,0.61
11788,33,870.47,506.44,223.07,344.77,0.89
11789,21,1461.67,351.40,218.91,318.19,0.80
11789,33,869.70,506.34,223.57,345.72,0.89
11790,21,1474.77,347.01,216.05,312.06,0.79
11790,33,868.10,506.30,226.42,350.99,0.89
11791,21,1477.68,344.34,217.85,312.54,0.85
11791,33,867.85,505.84,226.83,352.08,0.89
11792,21,1478.98,340.18,222.62,318.28,0.87
11792,33,864.97,504.77,232.58,362.70,0.87
11793,21,1478.69,336.82,228.76,326.15,0.88
11793,33,865.57,505.25,230.53,360.07,0.88
11794,21,1481.14,334.98,228.81,324.73,0.86
11794,33,865.49,505.44,229.49,358.97,0.87
11795,21,1482.71,330.83,232.03,327.75,0.84
11795,33,865.70,505.07,228.64,358.07,0.88
11796,21,1483.86,326.70,233.31,328.89,0.89
11796,33,864.27,504.93,230.48,361.69,0.87
11797,21,1483.06,322.35,235.63,331.10,0.87
11797,33,865.75,505.33,227.15,356.38,0.88
11798,21,1481.17,318.70,239.13,335.58,0.89
11798,33,865.82,505.93,226.00,354.30,0.89
11799,21,1479.82,316.32,241.27,337.92,0.89
11799,33,866.25,505.71,224.80,352.16,0.89
11800,21,1480.32,314.43,241.37,337.23,0.85
11800,33,867.69,506.52,222.72,348.23,0.89
11801,21,1484.24,313.38,240.61,335.60,0.84
11801,33,867.00,506.37,223.52,348.99,0.88
11802,21,1490.46,311.88,239.39,334.39,0.86
11802,33,866.67,506.32,224.00,349.30,0.88
11803,21,1497.59,310.96,237.90,332.12,0.88
11803,33,865.37,506.29,226.54,353.45,0.88
11804,21,1506.31,310.05,237.41,331.70,0.80
11804,33,864.43,505.39,228.41,356.79,0.87
11805,21,1512.55,307.23,238.06,334.33,0.64
11805,33,865.22,505.49,225.95,352.28,0.87
11806,21,1518.55,304.03,239.51,337.54,0.76
11806,33,865.31,505.98,225.46,350.98,0.88
11807,21,1523.74,299.46,240.91,341.29,0.81
11807,33,864.63,506.17,225.83,350.94,0.88
11808,21,1526.03,294.60,242.17,345.90,0.78
11808,33,864.40,506.68,225.94,350.49,0.88
11809,21,1529.79,290.86,243.53,350.05,0.73
11809,33,864.72,505.98,226.06,350.32,0.88
11810,21,1531.49,291.31,241.37,349.81,0.73
11810,33,865.96,506.38,223.90,346.02,0.89
11811,21,1535.17,294.59,235.85,344.89,0.66
11811,33,865.96,506.53,224.03,345.31,0.89
11812,21,1535.10,286.69,238.06,351.77,0.78
11812,33,864.30,506.37,226.52,348.87,0.89
11813,21,1534.63,285.12,237.76,355.19,0.78
11813,33,864.50,506.75,226.69,348.88,0.89
11814,21,1534.84,276.11,240.11,362.31,0.76
11814,33,863.91,506.44,227.22,349.34,0.89
11815,21,1530.17,267.82,243.22,373.43,0.82
11815,33,865.11,506.77,224.57,344.17,0.89
11816,21,1530.64,261.57,243.20,379.69,0.82
11816,33,864.63,506.89,225.45,344.90,0.89
11817,21,1530.62,259.62,238.14,379.26,0.80
11817,33,865.34,506.94,224.01,341.63,0.88
11818,21,1530.99,251.96,236.99,384.69,0.85
11818,33,863.67,506.95,227.36,346.69,0.89
11818,36,1554.68,247.02,184.64,291.90,0.57
11819,21,1533.72,243.13,234.76,388.96,0.83
11819,33,862.28,506.95,230.14,351.26,0.88
11819,36,1551.08,237.66,189.79,300.54,0.10
11820,21,1539.88,238.02,230.62,387.74,0.83
11820,33,863.38,506.51,228.84,349.00,0.88
11820,36,1548.91,231.97,193.41,307.01,0.58
11821,21,1543.50,229.93,228.14,389.01,0.87
11821,33,863.39,505.89,229.17,349.46,0.88
11821,36,1548.08,227.89,194.89,310.87,0.10
11822,21,1545.90,222.71,226.80,391.04,0.86
11822,33,863.38,504.77,229.32,349.63,0.88
11823,21,1547.04,215.39,220.37,382.10,0.86
11823,33,860.93,504.35,233.39,356.82,0.88
11824,21,1548.03,208.58,216.62,376.30,0.88
11824,33,862.60,504.20,230.61,352.44,0.88
11825,21,1547.68,204.11,209.37,363.21,0.81
11825,33,862.80,503.70,230.43,352.50,0.88
11826,21,1550.02,199.07,205.21,355.08,0.85
11826,33,861.07,502.41,234.86,360.75,0.87
11827,21,1552.67,194.71,205.47,356.21,0.85
11827,33,860.02,502.15,237.33,366.26,0.88
11827,37,1657.10,405.54,189.32,214.65,0.64
11828,21,1549.72,190.14,200.80,349.49,0.85
11828,33,861.70,503.39,234.11,362.14,0.88
11828,37,1643.29,402.52,190.71,216.21,0.63
11829,21,1549.54,186.41,200.71,350.64,0.77
11829,33,861.83,503.66,233.89,362.94,0.88
11829,37,1639.81,403.87,188.89,214.12,0.57
11830,21,1547.95,183.64,198.32,348.66,0.80
11830,33,864.23,503.54,229.11,355.42,0.87
11830,37,1641.22,407.18,186.16,210.87,0.50
11831,21,1550.04,180.89,195.65,345.62,0.55
11831,33,863.77,503.51,230.02,357.45,0.88
11831,37,1638.59,405.80,186.12,210.83,0.43
11832,21,1555.43,177.02,183.65,324.40,0.45
11832,33,862.60,503.05,232.35,362.21,0.87
11832,37,1640.18,407.70,183.40,207.52,0.27
11833,21,1592.53,176.76,151.38,270.89,0.52
11833,33,864.73,503.77,228.08,355.56,0.87
11833,37,1641.42,404.80,187.10,211.13,0.50
11834,21,1593.01,173.54,148.42,268.41,0.45
11834,33,863.39,503.38,229.87,359.03,0.87
11834,37,1641.00,407.23,184.76,208.30,0.40
11835,21,1591.73,170.68,146.60,265.55,0.60
11835,33,863.50,503.90,229.32,358.76,0.88
11835,37,1645.01,408.81,183.13,204.98,0.46
11836,21,1597.89,165.88,147.44,270.01,0.47
11836,33,863.94,503.66,228.30,357.30,0.87
11836,37,1644.75,410.53,184.28,205.19,0.39
11837,21,1589.22,162.07,149.27,272.94,0.45
11837,33,863.75,503.12,227.75,356.30,0.87
11837,37,1637.15,407.03,188.85,210.77,0.63
11838,21,1593.96,156.73,152.10,283.11,0.53
11838,33,863.29,502.92,228.32,357.25,0.87
11838,37,1635.76,405.73,189.57,211.95,0.69
11839,21,1602.00,151.09,147.62,281.62,0.49
11839,33,862.82,501.96,229.13,358.51,0.88
11839,37,1635.29,405.23,191.64,214.65,0.61
11840,21,1609.64,145.14,149.24,291.95,0.28
11840,33,859.66,501.38,235.42,369.44,0.86
11840,37,1634.73,404.15,193.26,217.00,0.53
11841,21,1608.37,140.28,149.04,297.03,0.29
11841,33,859.16,501.39,234.63,368.47,0.88
11841,37,1634.25,403.75,194.51,219.65,0.32
11842,21,1610.62,137.05,141.52,286.40,0.43
11842,33,857.92,501.40,235.54,370.25,0.88
11842,37,1635.70,403.82,193.55,219.31,0.63
11843,21,1607.35,130.51,144.84,297.57,0.27
11843,33,858.05,502.30,233.83,366.89,0.88
11843,37,1637.93,404.75,191.69,217.36,0.11
11844,21,1607.90,122.87,140.76,291.98,0.43
11844,33,857.46,502.65,234.46,367.79,0.88
11844,37,1636.87,403.55,189.46,215.70,0.52
11845,21,1606.25,119.36,133.78,280.31,0.42
11845,33,857.25,503.68,234.70,368.10,0.88
11846,21,1606.64,116.68,132.65,278.68,0.19
11846,33,856.66,503.18,236.72,372.20,0.87
11847,21,1600.85,110.06,133.27,278.54,0.60
11847,33,857.03,503.87,236.32,371.94,0.88
11848,21,1597.03,104.29,133.22,276.88,0.27
11848,33,857.70,504.13,236.02,371.80,0.87
11849,21,1599.91,101.03,128.21,265.03,0.46
11849,33,857.12,504.23,237.57,375.28,0.86
11850,21,1616.30,96.52,104.91,209.63,0.37
11850,33,857.84,505.15,237.18,375.67,0.85
11851,21,1597.46,93.93,138.42,279.95,0.73
11851,33,855.99,505.05,240.38,382.89,0.83
11852,33,854.35,505.01,245.25,393.52,0.82
11853,33,854.53,504.99,245.48,396.64,0.81
11854,33,856.46,505.41,242.74,394.21,0.83
11855,33,859.63,505.80,237.70,387.18,0.86
11856,33,861.38,504.82,235.59,385.09,0.82
11856,21,1594.83,79.42,144.50,293.79,0.56
11857,33,862.25,504.44,234.34,384.26,0.87
11857,21,1600.48,77.56,129.71,257.84,0.64
11858,33,865.13,504.30,230.54,378.57,0.86
11858,21,1593.39,74.23,142.65,285.11,0.78
11859,33,868.10,504.70,226.21,371.45,0.88
11859,21,1596.38,72.68,127.56,244.21,0.69
11860,33,867.01,504.39,229.88,379.15,0.87
11860,21,1596.46,70.84,127.42,237.54,0.70
11861,33,868.52,504.73,229.16,379.34,0.88
11861,21,1600.08,69.29,123.89,225.53,0.74
11862,33,870.82,505.52,227.18,376.95,0.88
11862,21,1600.15,68.51,121.44,214.30,0.66
11863,33,873.29,505.60,224.09,371.79,0.89
11863,21,1595.04,66.42,128.99,223.48,0.72
11864,33,875.92,506.07,219.47,363.12,0.90
11864,21,1592.81,65.90,130.75,221.57,0.77
11865,33,877.58,506.24,217.25,358.55,0.88
11865,21,1588.22,65.71,133.51,220.48,0.77
11866,33,878.82,506.30,215.11,353.76,0.89
11866,21,1592.88,65.09,130.97,212.21,0.73
11867,33,878.64,505.41,215.57,353.87,0.88
11867,21,1604.01,65.15,116.84,182.82,0.75
11868,33,880.74,505.75,212.25,347.03,0.88
11868,21,1594.74,63.47,132.68,205.84,0.75
11869,33,880.79,505.20,212.45,346.13,0.89
11869,21,1590.09,61.86,141.15,217.69,0.76
11870,33,880.34,505.45,212.51,344.99,0.88
11870,21,1593.20,62.49,134.62,203.42,0.71
11871,33,878.35,505.09,215.25,348.70,0.89
11871,21,1596.12,62.64,132.35,197.09,0.74
11872,33,876.89,504.06,216.80,350.60,0.88
11872,21,1594.59,62.45,129.38,188.33,0.74
11873,33,876.92,504.12,216.20,348.70,0.87
11873,21,1585.40,61.79,147.40,214.16,0.76
11874,33,876.47,504.15,216.89,349.37,0.85
11874,21,1581.30,60.74,153.74,223.41,0.76
11875,33,876.33,504.17,217.08,349.21,0.88
11875,21,1579.41,60.74,153.31,222.09,0.74
11876,33,877.09,504.62,215.54,346.07,0.87
11876,21,1584.17,61.18,147.47,212.38,0.73
11877,33,877.94,504.12,214.71,344.25,0.88
11877,21,1587.96,61.28,139.57,198.79,0.71
11878,33,878.59,504.39,213.75,342.27,0.89
11878,21,1595.41,61.72,128.23,179.27,0.65
11879,33,878.66,504.27,212.83,340.45,0.88
11880,33,880.77,504.00,210.09,335.56,0.87
11880,21,1584.40,61.34,147.46,207.17,0.76
11881,33,880.93,504.12,210.34,336.26,0.88
11881,21,1583.94,61.26,149.54,211.07,0.74
11882,33,878.19,503.28,214.21,343.75,0.88
11882,21,1593.23,61.00,133.21,185.66,0.77
11883,33,877.72,503.63,209.24,334.82,0.87
